id_,year,getaid,welfare1,wrkstat,age,educ,sex,race,incom16,income,rincome,partyid
1146,1986,2. NO,2. AGREE,1. Working full time,28,12,1. MALE,1. White,3. AVERAGE,.d,.i,5. Not very strong republican
1147,1986,2. NO,2. AGREE,1. Working full time,29,16,1. MALE,1. White,3. AVERAGE,.r,.r,"3. Independent (neither, no response)"
1148,1986,2. NO,2. AGREE,1. Working full time,59,8,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,5. Not very strong republican
1149,1986,1. YES,2. AGREE,7. Keeping house,25,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,5. Not very strong republican
1150,1986,2. NO,1. STRONGLY AGREE,5. Retired,63,9,1. MALE,1. White,2. BELOW AVERAGE,"8. $8,000 to $9,999",.i,6. Strong republican
1151,1986,2. NO,2. AGREE,1. Working full time,39,8,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,"2. Independent, close to democrat"
1152,1986,2. NO,2. AGREE,7. Keeping house,59,8,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",3. $3000 TO 3999,0. Strong democrat
1153,1986,2. NO,3. DISAGREE,7. Keeping house,19,10,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
1154,1986,2. NO,1. STRONGLY AGREE,1. Working full time,49,12,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
1155,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,66,11,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"11. $20,000 to $24,999",.i,"2. Independent, close to democrat"
1156,1986,2. NO,3. DISAGREE,1. Working full time,33,12,1. MALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,1. Not very strong democrat
1157,1986,2. NO,2. AGREE,1. Working full time,21,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
1158,1986,2. NO,2. AGREE,7. Keeping house,60,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"8. $8,000 to $9,999",.i,1. Not very strong democrat
1159,1986,2. NO,2. AGREE,5. Retired,67,9,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,0. Strong democrat
1160,1986,2. NO,2. AGREE,1. Working full time,43,17,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,1. Not very strong democrat
1161,1986,1. YES,2. AGREE,8. Other,52,10,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"7. $7,000 to $7,999",.i,0. Strong democrat
1162,1986,1. YES,4. STRONGLY DISAGREE,5. Retired,31,12,1. MALE,1. White,2. BELOW AVERAGE,"1. Under $1,000",.i,"2. Independent, close to democrat"
1163,1986,2. NO,2. AGREE,7. Keeping house,79,14,2. FEMALE,1. White,.d,"7. $7,000 to $7,999",.i,6. Strong republican
1164,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,76,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"10. $15,000 to $19,999",.i,"3. Independent (neither, no response)"
1165,1986,1. YES,2. AGREE,"4. Unemployed, laid off, looking for work",51,9,1. MALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",.i,"3. Independent (neither, no response)"
1166,1986,1. YES,3. DISAGREE,1. Working full time,40,9,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"10. $15,000 to $19,999",.i,5. Not very strong republican
1167,1986,1. YES,2. AGREE,2. Working part time,37,15,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,5. Not very strong republican
1168,1986,2. NO,1. STRONGLY AGREE,1. Working full time,25,12,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,5. Not very strong republican
1169,1986,1. YES,2. AGREE,7. Keeping house,62,13,2. FEMALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",.i,"2. Independent, close to democrat"
1170,1986,2. NO,2. AGREE,7. Keeping house,33,13,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
1171,1986,2. NO,2. AGREE,1. Working full time,31,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
1172,1986,2. NO,2. AGREE,5. Retired,78,7,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,5. Not very strong republican
1173,1986,2. NO,1. STRONGLY AGREE,2. Working part time,26,17,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",3. $3000 TO 3999,"2. Independent, close to democrat"
1174,1986,2. NO,1. STRONGLY AGREE,1. Working full time,42,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
1175,1986,2. NO,1. STRONGLY AGREE,1. Working full time,40,11,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"2. Independent, close to democrat"
1176,1986,2. NO,3. DISAGREE,2. Working part time,55,12,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",3. $3000 TO 3999,"2. Independent, close to democrat"
1177,1986,2. NO,1. STRONGLY AGREE,2. Working part time,65,14,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"9. $10,000 to $14,999",5. $5000 TO 5999,1. Not very strong democrat
1178,1986,2. NO,1. STRONGLY AGREE,1. Working full time,27,12,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,1. Not very strong democrat
1179,1986,2. NO,2. AGREE,2. Working part time,24,13,2. FEMALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",4. $4000 TO 4999,1. Not very strong democrat
1180,1986,2. NO,2. AGREE,7. Keeping house,80,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,5. Not very strong republican
1181,1986,2. NO,1. STRONGLY AGREE,5. Retired,78,11,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",.i,0. Strong democrat
1182,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,50,10,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",.i,0. Strong democrat
1183,1986,2. NO,2. AGREE,5. Retired,84,6,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",9. $10000 - 14999,0. Strong democrat
1184,1986,2. NO,1. STRONGLY AGREE,5. Retired,74,12,2. FEMALE,1. White,3. AVERAGE,"7. $7,000 to $7,999",.i,"2. Independent, close to democrat"
1185,1986,2. NO,3. DISAGREE,5. Retired,78,0. No formal schooling,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,5. Not very strong republican
1186,1986,2. NO,3. DISAGREE,1. Working full time,30,13,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
1187,1986,2. NO,2. AGREE,1. Working full time,39,14,2. FEMALE,1. White,1. FAR BELOW AVERAGE,.r,9. $10000 - 14999,5. Not very strong republican
1188,1986,1. YES,2. AGREE,1. Working full time,48,13,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",10. $15000 - 19999,"2. Independent, close to democrat"
1189,1986,2. NO,2. AGREE,1. Working full time,25,18,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",4. $4000 TO 4999,5. Not very strong republican
1190,1986,2. NO,2. AGREE,1. Working full time,32,14,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
1191,1986,2. NO,2. AGREE,1. Working full time,34,18,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"2. Independent, close to democrat"
1192,1986,2. NO,2. AGREE,1. Working full time,32,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",5. $5000 TO 5999,"4. Independent, close to republican"
1193,1986,1. YES,2. AGREE,5. Retired,62,11,2. FEMALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",.i,5. Not very strong republican
1194,1986,2. NO,2. AGREE,5. Retired,69,8,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"7. $7,000 to $7,999",.i,"2. Independent, close to democrat"
1195,1986,2. NO,2. AGREE,7. Keeping house,86,9,2. FEMALE,1. White,4. ABOVE AVERAGE,"8. $8,000 to $9,999",.i,1. Not very strong democrat
1196,1986,2. NO,2. AGREE,2. Working part time,53,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",1. LT $1000,5. Not very strong republican
1197,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,77,11,2. FEMALE,1. White,3. AVERAGE,.r,.i,6. Strong republican
1198,1986,2. NO,2. AGREE,1. Working full time,22,12,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,5. Not very strong republican
1199,1986,2. NO,1. STRONGLY AGREE,2. Working part time,34,14,1. MALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,5. Not very strong republican
1200,1986,1. YES,2. AGREE,6. In school,27,14,2. FEMALE,1. White,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,"3. Independent (neither, no response)"
1201,1986,2. NO,2. AGREE,7. Keeping house,89. 89 or older,8,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",.i,5. Not very strong republican
1202,1986,2. NO,2. AGREE,2. Working part time,69,12,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",2. $1000 TO 2999,5. Not very strong republican
1203,1986,2. NO,1. STRONGLY AGREE,1. Working full time,54,13,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",9. $10000 - 14999,5. Not very strong republican
1204,1986,2. NO,1. STRONGLY AGREE,1. Working full time,28,19,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,"4. Independent, close to republican"
1205,1986,2. NO,1. STRONGLY AGREE,1. Working full time,43,12,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
1206,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,24,13,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",3. $3000 TO 3999,5. Not very strong republican
1207,1986,2. NO,1. STRONGLY AGREE,5. Retired,67,12,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,1. Not very strong democrat
1208,1986,2. NO,2. AGREE,1. Working full time,25,16,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,6. Strong republican
1209,1986,2. NO,2. AGREE,7. Keeping house,63,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"3. $3,000 to $3,999",.i,"3. Independent (neither, no response)"
1210,1986,2. NO,2. AGREE,7. Keeping house,84,10,2. FEMALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",.i,6. Strong republican
1211,1986,2. NO,2. AGREE,7. Keeping house,60,12,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
1212,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,67,8,2. FEMALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",.i,5. Not very strong republican
1213,1986,2. NO,2. AGREE,7. Keeping house,82,8,2. FEMALE,1. White,3. AVERAGE,.d,.i,6. Strong republican
1214,1986,2. NO,2. AGREE,7. Keeping house,59,11,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",.i,6. Strong republican
1215,1986,2. NO,2. AGREE,1. Working full time,54,19,1. MALE,1. White,3. AVERAGE,.r,.r,6. Strong republican
1216,1986,2. NO,1. STRONGLY AGREE,1. Working full time,27,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,5. Not very strong republican
1217,1986,2. NO,2. AGREE,1. Working full time,71,8,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,5. Not very strong republican
1218,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,81,11,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,5. Not very strong republican
1219,1986,2. NO,2. AGREE,1. Working full time,40,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
1220,1986,2. NO,2. AGREE,7. Keeping house,34,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"3. Independent (neither, no response)"
1221,1986,2. NO,2. AGREE,7. Keeping house,74,15,2. FEMALE,1. White,4. ABOVE AVERAGE,.r,.i,6. Strong republican
1222,1986,2. NO,2. AGREE,5. Retired,67,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"8. $8,000 to $9,999",.i,"3. Independent (neither, no response)"
1223,1986,2. NO,3. DISAGREE,7. Keeping house,78,16,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,5. Not very strong republican
1224,1986,2. NO,1. STRONGLY AGREE,1. Working full time,43,13,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
1225,1986,2. NO,2. AGREE,1. Working full time,37,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,"2. Independent, close to democrat"
1226,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,60,8,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,0. Strong democrat
1227,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,64,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"10. $15,000 to $19,999",.i,"2. Independent, close to democrat"
1228,1986,2. NO,2. AGREE,1. Working full time,28,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
1229,1986,2. NO,2. AGREE,1. Working full time,35,12,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
1230,1986,2. NO,1. STRONGLY AGREE,1. Working full time,65,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,5. Not very strong republican
1231,1986,2. NO,2. AGREE,1. Working full time,25,14,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
1232,1986,2. NO,2. AGREE,2. Working part time,21,13,2. FEMALE,1. White,3. AVERAGE,.d,4. $4000 TO 4999,"3. Independent (neither, no response)"
1233,1986,1. YES,2. AGREE,5. Retired,69,6,1. MALE,1. White,2. BELOW AVERAGE,"6. $6,000 to $6,999",.i,1. Not very strong democrat
1234,1986,2. NO,2. AGREE,1. Working full time,50,12,2. FEMALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",6. $6000 TO 6999,5. Not very strong republican
1235,1986,2. NO,1. STRONGLY AGREE,"4. Unemployed, laid off, looking for work",59,8,1. MALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,1. Not very strong democrat
1236,1986,2. NO,2. AGREE,1. Working full time,23,16,2. FEMALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",2. $1000 TO 2999,0. Strong democrat
1237,1986,2. NO,1. STRONGLY AGREE,2. Working part time,28,13,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",7. $7000 TO 7999,0. Strong democrat
1238,1986,2. NO,2. AGREE,5. Retired,81,8,1. MALE,1. White,2. BELOW AVERAGE,.r,.i,.n
1239,1986,2. NO,1. STRONGLY AGREE,5. Retired,65,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"2. Independent, close to democrat"
1240,1986,2. NO,2. AGREE,6. In school,18,11,2. FEMALE,1. White,4. ABOVE AVERAGE,.d,.i,"2. Independent, close to democrat"
1241,1986,2. NO,3. DISAGREE,1. Working full time,32,12,1. MALE,1. White,3. AVERAGE,.r,.r,"3. Independent (neither, no response)"
1242,1986,2. NO,2. AGREE,7. Keeping house,40,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,6. Strong republican
1243,1986,2. NO,2. AGREE,5. Retired,70,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
1244,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,72,12,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
1245,1986,2. NO,2. AGREE,1. Working full time,36,12,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
1246,1986,2. NO,3. DISAGREE,7. Keeping house,89. 89 or older,12,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",.i,"3. Independent (neither, no response)"
1247,1986,2. NO,2. AGREE,1. Working full time,31,16,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
1248,1986,2. NO,2. AGREE,1. Working full time,30,17,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
1249,1986,2. NO,3. DISAGREE,1. Working full time,22,15,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",6. $6000 TO 6999,0. Strong democrat
1250,1986,2. NO,3. DISAGREE,1. Working full time,27,18,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
1251,1986,2. NO,1. STRONGLY AGREE,1. Working full time,42,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
1252,1986,2. NO,1. STRONGLY AGREE,1. Working full time,38,12,2. FEMALE,1. White,3. AVERAGE,.r,.r,6. Strong republican
1253,1986,2. NO,2. AGREE,1. Working full time,44,6,1. MALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
1254,1986,2. NO,2. AGREE,7. Keeping house,86,8,2. FEMALE,1. White,2. BELOW AVERAGE,.d,.i,1. Not very strong democrat
1255,1986,2. NO,2. AGREE,1. Working full time,36,13,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",3. $3000 TO 3999,1. Not very strong democrat
1256,1986,2. NO,1. STRONGLY AGREE,1. Working full time,31,9,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",9. $10000 - 14999,"4. Independent, close to republican"
1257,1986,1. YES,2. AGREE,7. Keeping house,34,14,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",3. $3000 TO 3999,0. Strong democrat
1258,1986,1. YES,3. DISAGREE,8. Other,53,3,1. MALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",.i,0. Strong democrat
1259,1986,2. NO,2. AGREE,2. Working part time,20,13,2. FEMALE,1. White,3. AVERAGE,.d,1. LT $1000,5. Not very strong republican
1260,1986,1. YES,1. STRONGLY AGREE,7. Keeping house,62,6,2. FEMALE,2. Black,2. BELOW AVERAGE,"1. Under $1,000",.i,"3. Independent (neither, no response)"
1261,1986,2. NO,1. STRONGLY AGREE,1. Working full time,21,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",6. $6000 TO 6999,5. Not very strong republican
1262,1986,2. NO,1. STRONGLY AGREE,5. Retired,73,5,1. MALE,1. White,2. BELOW AVERAGE,"7. $7,000 to $7,999",.i,0. Strong democrat
1263,1986,1. YES,3. DISAGREE,5. Retired,62,2,1. MALE,1. White,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,0. Strong democrat
1264,1986,2. NO,2. AGREE,1. Working full time,58,12,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.d,5. Not very strong republican
1265,1986,2. NO,2. AGREE,1. Working full time,61,4,1. MALE,2. Black,2. BELOW AVERAGE,"1. Under $1,000",1. LT $1000,1. Not very strong democrat
1266,1986,1. YES,2. AGREE,2. Working part time,45,12,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",1. LT $1000,"4. Independent, close to republican"
1267,1986,2. NO,2. AGREE,1. Working full time,25,14,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,7. Other party
1268,1986,2. NO,1. STRONGLY AGREE,1. Working full time,32,16,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,"3. Independent (neither, no response)"
1269,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,71,9,2. FEMALE,1. White,3. AVERAGE,"5. $5,000 to $5,999",.i,5. Not very strong republican
1270,1986,2. NO,3. DISAGREE,2. Working part time,21,12,1. MALE,2. Black,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,1. Not very strong democrat
1271,1986,2. NO,1. STRONGLY AGREE,5. Retired,76,3,1. MALE,2. Black,2. BELOW AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
1272,1986,2. NO,1. STRONGLY AGREE,1. Working full time,27,14,2. FEMALE,2. Black,3. AVERAGE,"11. $20,000 to $24,999",9. $10000 - 14999,1. Not very strong democrat
1273,1986,1. YES,3. DISAGREE,7. Keeping house,30,9,2. FEMALE,2. Black,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,"4. Independent, close to republican"
1274,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,87,13,2. FEMALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",.i,0. Strong democrat
1275,1986,2. NO,1. STRONGLY AGREE,5. Retired,73,8,1. MALE,1. White,2. BELOW AVERAGE,"5. $5,000 to $5,999",.i,6. Strong republican
1276,1986,1. YES,2. AGREE,1. Working full time,38,11,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",1. LT $1000,1. Not very strong democrat
1277,1986,1. YES,2. AGREE,7. Keeping house,42,11,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,"4. Independent, close to republican"
1278,1986,1. YES,1. STRONGLY AGREE,5. Retired,82,6,2. FEMALE,2. Black,3. AVERAGE,"4. $4,000 to $4,999",.i,0. Strong democrat
1279,1986,2. NO,1. STRONGLY AGREE,5. Retired,66,5,1. MALE,1. White,2. BELOW AVERAGE,.d,.i,0. Strong democrat
1280,1986,2. NO,2. AGREE,1. Working full time,53,12,2. FEMALE,1. White,3. AVERAGE,"6. $6,000 to $6,999",5. $5000 TO 5999,"2. Independent, close to democrat"
1281,1986,2. NO,2. AGREE,1. Working full time,27,12,1. MALE,2. Black,2. BELOW AVERAGE,"7. $7,000 to $7,999",1. LT $1000,"4. Independent, close to republican"
1282,1986,1. YES,2. AGREE,6. In school,19,11,1. MALE,2. Black,3. AVERAGE,"5. $5,000 to $5,999",.i,"2. Independent, close to democrat"
1283,1986,1. YES,2. AGREE,7. Keeping house,65,6,2. FEMALE,2. Black,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,1. Not very strong democrat
1284,1986,1. YES,3. DISAGREE,2. Working part time,65,8,2. FEMALE,2. Black,3. AVERAGE,"7. $7,000 to $7,999",4. $4000 TO 4999,1. Not very strong democrat
1285,1986,2. NO,2. AGREE,1. Working full time,28,16,1. MALE,2. Black,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,0. Strong democrat
1286,1986,2. NO,2. AGREE,"4. Unemployed, laid off, looking for work",27,12,1. MALE,2. Black,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,"2. Independent, close to democrat"
1287,1986,2. NO,3. DISAGREE,7. Keeping house,49,11,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",.i,"2. Independent, close to democrat"
1288,1986,2. NO,2. AGREE,1. Working full time,25,16,1. MALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"2. Independent, close to democrat"
1289,1986,2. NO,2. AGREE,7. Keeping house,24,11,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,"3. Independent (neither, no response)"
1290,1986,2. NO,2. AGREE,7. Keeping house,21,14,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",8. $8000 TO 9999,0. Strong democrat
1291,1986,2. NO,2. AGREE,1. Working full time,35,13,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,7. Other party
1292,1986,1. YES,1. STRONGLY AGREE,7. Keeping house,30,11,2. FEMALE,2. Black,1. FAR BELOW AVERAGE,"4. $4,000 to $4,999",.i,1. Not very strong democrat
1293,1986,2. NO,3. DISAGREE,1. Working full time,64,0. No formal schooling,1. MALE,2. Black,2. BELOW AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,0. Strong democrat
1294,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,21,14,2. FEMALE,2. Black,3. AVERAGE,"10. $15,000 to $19,999",4. $4000 TO 4999,1. Not very strong democrat
1295,1986,2. NO,3. DISAGREE,8. Other,21,12,2. FEMALE,2. Black,3. AVERAGE,"3. $3,000 to $3,999",.i,"2. Independent, close to democrat"
1296,1986,1. YES,2. AGREE,7. Keeping house,35,7,2. FEMALE,2. Black,1. FAR BELOW AVERAGE,"3. $3,000 to $3,999",.i,"2. Independent, close to democrat"
1297,1986,1. YES,4. STRONGLY DISAGREE,8. Other,50,11,2. FEMALE,2. Black,2. BELOW AVERAGE,"2. $1,000 to $2,999",.i,"2. Independent, close to democrat"
1298,1986,1. YES,4. STRONGLY DISAGREE,7. Keeping house,25,11,2. FEMALE,2. Black,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,0. Strong democrat
1299,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,24,13,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",5. $5000 TO 5999,1. Not very strong democrat
1300,1986,1. YES,2. AGREE,7. Keeping house,29,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,"4. Independent, close to republican"
1301,1986,2. NO,3. DISAGREE,7. Keeping house,25,12,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,"2. Independent, close to democrat"
1302,1986,2. NO,2. AGREE,1. Working full time,35,14,2. FEMALE,2. Black,4. ABOVE AVERAGE,"11. $20,000 to $24,999",8. $8000 TO 9999,1. Not very strong democrat
1303,1986,2. NO,1. STRONGLY AGREE,5. Retired,81,10,1. MALE,1. White,3. AVERAGE,"7. $7,000 to $7,999",.i,0. Strong democrat
1304,1986,1. YES,3. DISAGREE,7. Keeping house,32,10,2. FEMALE,1. White,4. ABOVE AVERAGE,"2. $1,000 to $2,999",.i,1. Not very strong democrat
1305,1986,1. YES,3. DISAGREE,8. Other,47,10,1. MALE,1. White,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,0. Strong democrat
1306,1986,1. YES,2. AGREE,5. Retired,43,8,1. MALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",.i,"3. Independent (neither, no response)"
1307,1986,2. NO,1. STRONGLY AGREE,2. Working part time,58,12,2. FEMALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,"3. Independent (neither, no response)"
1308,1986,2. NO,2. AGREE,7. Keeping house,80,12,2. FEMALE,1. White,.d,.r,.i,"2. Independent, close to democrat"
1309,1986,2. NO,1. STRONGLY AGREE,5. Retired,68,10,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,0. Strong democrat
1310,1986,2. NO,1. STRONGLY AGREE,5. Retired,67,11,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
