state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,mrall_10k,mralln_10k,mra1517_10k,mra1517n_10k,mra1820_10k,mra1820n_10k,mra2124_10k,mra2124n_10k,mraidall_10k
44,1983,2.130000114440918,8.300000190734863,13759.173828125,59.18367385864258,0.16743119060993195,0.10000000149011612,0.10000000149011612,20,1.694599986076355,0.19040000438690186,6290.82470703125,1,0,0,100,1.046030010911636e-4,26,2.719670010264963e-5,22,6,1.3636400399263948e-4,0,0,12,3,0.00021861065761186182,5.4652664402965456e-5,16,2.1621599444188178e-4,7,9.459500142838806e-5,27.530000686645508,2.879599924199283e-5,955995.5,43999.8828125,54892.109375,74000.078125,6014,9.600000381469727,57.900001525878906,0.04593219608068466,1.046030010911636,0.2719670010264963,1.3636400399263948,0,2.1861065761186182,0.5465266440296546,2.1621599444188178,0.9459500142838806,0.2879599924199283
44,1984,2.059999942779541,5.300000190734863,14312.087890625,62.533695220947266,0.16043955087661743,0.10000000149011612,0.10000000149011612,20.5,1.470900058746338,0.18166899681091309,5509.38330078125,1,0,0,79,8.21209978312254e-5,24,2.4947999918367714e-5,17,5,1.1627899948507547e-4,1,2.3255999622051604e-5,10,5,1.8549218657426536e-4,9.274609328713268e-5,16,2.2222200641408563e-4,5,6.944400229258463e-5,24.600000381469727,2.5576999178156257e-5,961995.125,43000.02734375,53910.625,72000.0703125,5300,7.5,59.500003814697266,0.07403208315372467,0.821209978312254,0.24947999918367714,1.1627899948507547,0.23255999622051604,1.8549218657426536,0.9274609328713268,2.2222200641408563,0.6944400229258463,0.25576999178156257
44,1985,2.069999933242798,4.900000095367432,14595.3388671875,63.6363639831543,0.15466101467609406,0.10000000149011612,0.10000000149011612,21,1.6786999702453613,0.17752300202846527,6015.47900390625,1,0,0,109,1.1260299652349204e-4,32,3.305789869045839e-5,17,9,2.1428600302897394e-4,1,2.3810000129742548e-5,13,7,2.455299545545131e-4,1.3220844266470522e-4,28,3.9999998989515007e-4,13,1.8571400141809136e-4,30.700000762939453,3.171199932694435e-5,968002.6875,41999.9453125,52946.6953125,70000,5823,7.199999809265137,60.10000228881836,0.041573211550712585,1.1260299652349204,0.33057898690458387,2.1428600302897394,0.23810000129742548,2.455299545545131,1.3220844266470522,3.9999998989515007,1.8571400141809136,0.3171199932694435
44,1986,1.8700000047683716,4,15109.3916015625,64.72148132324219,0.15067079663276672,0.10000000149011612,0.10000000149011612,21,1.75600004196167,0.17216099798679352,6064.59228515625,1,0,0,124,1.2717899517156184e-4,25,2.5641000320320018e-5,17,7,1.5909099602140486e-4,1,2.2726999304722995e-5,17,3,3.269230655860156e-4,5.76923084736336e-5,14,2.2222200641408563e-4,4,6.349199975375086e-5,47.13999938964844,4.8352001613238826e-5,975003.75,43999.9765625,52000,63000.0625,5913,7,60.70000076293945,0.06100665032863617,1.2717899517156184,0.2564100032032002,1.5909099602140486,0.22726999304722995,3.269230655860156,0.576923084736336,2.2222200641408563,0.6349199975375086,0.48352001613238826
44,1987,1.8799999952316284,3.799999952316284,15633,65.485565185546875,0.1459999978542328,0.10000000149011612,0.10000000149011612,21,1.7444000244140625,0.16771100461483002,6088.2109375,1,0,0,113,1.1460400128271431e-4,31,3.1440198654308915e-5,23,5,1.1627899948507547e-4,1,2.3255999622051604e-5,15,4,2.941180136986077e-4,7.843100320314988e-5,24,3.934430133085698e-4,13,2.1311499585863203e-4,42.54999923706055,4.315000114729628e-5,986003.9375,43000.02734375,50999.9375,60999.94140625,6003,6.199999809265137,61.5,0.05356842279434204,1.146040012827143,0.31440198654308915,1.1627899948507547,0.23255999622051604,2.941180136986077,0.7843100320314988,3.934430133085698,2.1311499585863203,0.4315000114729628
44,1988,1.9299999475479126,3.0999999046325684,16257.9404296875,66.27604675292969,0.14051972329616547,0.10000000149011612,0.10000000149011612,21,1.7444000244140625,0.15810899436473846,5894.25146484375,1,0,0,125,1.2588099343702197e-4,30,3.0211500416044146e-5,21,8,1.951220037881285e-4,3,7.317100244108588e-5,13,8,2.826089912559837e-4,1.739129947964102e-4,13,1.9999999494757503e-4,8,1.230769994435832e-4,37.5,3.776399898924865e-5,993001.375,40999.98828125,45999.953125,65000,5853,5.5,62.30000305175781,0.041931815445423126,1.2588099343702197,0.30211500416044146,1.951220037881285,0.7317100244108588,2.826089912559837,1.739129947964102,1.9999999494757503,1.230769994435832,0.3776399898924865
45,1982,1.8799999952316284,10.800000190734863,10393.794921875,57.82401657104492,2.0620524883270264,25.135799407958984,0.4000000059604645,21,0,0.21184299886226654,7508.35546875,0,0,0,730,2.26286007091403e-4,140,4.3397398258093745e-5,95,62,3.604649973567575e-4,15,8.720900223124772e-5,77,23,3.935571003239602e-4,1.1755601735785604e-4,101,3.8846200914122164e-4,28,1.0769200162030756e-4,219.60000610351562,6.807000318076462e-5,3226006,172000.0625,195651.40625,259999.6875,24222,9.699999809265137,57.79999923706055,-0.023243268951773643,2.26286007091403,0.43397398258093745,3.604649973567575,0.8720900223124772,3.935571003239602,1.1755601735785604,3.8846200914122164,1.0769200162030756,0.6807000318076462
45,1983,1.9299999475479126,10,10693.8076171875,56.514312744140625,1.9816514253616333,24.858299255371094,0.4000000059604645,21,0,0.20808400213718414,7666.3701171875,0,1,1,844,2.59054999332875e-4,175,5.371389852371067e-5,100,58,3.493980038911104e-4,12,7.228900358313695e-5,88,26,4.530874721240252e-4,1.3386674982029945e-4,131,5.057919770479202e-4,42,1.6216200310736895e-4,277.1300048828125,8.506199810653925e-5,3257995.5,165999.796875,194222.984375,258999.765625,24977,9.600000381469727,57.900001525878906,0.059818021953105927,2.59054999332875,0.5371389852371067,3.493980038911104,0.7228900358313695,4.530874721240252,1.3386674982029945,5.057919770479202,1.6216200310736895,0.8506199810653925
45,1984,1.909999966621399,7.099999904632568,11160.439453125,57.83942794799805,1.898901104927063,24.583900451660156,0.4000000059604645,21,0,0.19857099652290344,7865.2431640625,0,1,1,916,2.774079912342131e-4,142,4.300419823266566e-5,95,55,3.3950599026866257e-4,7,4.3209998693782836e-5,82,21,4.2530018254183233e-4,1.0891834244830534e-4,130,4.98084002174437e-4,36,1.379309978801757e-4,320.70001220703125,9.712400060379878e-5,3301995.75,162000.09375,192805,261000.15625,25971,7.5,59.500003814697266,0.0767705887556076,2.774079912342131,0.4300419823266566,3.3950599026866257,0.43209998693782836,4.253001825418323,1.0891834244830534,4.9808400217443705,1.379309978801757,0.9712400060379878
45,1985,1.899999976158142,6.800000190734863,11369.703125,59.90935516357422,1.8305084705352783,24.3125,0.4000000059604645,21,0,0.19322100281715393,7970.41943359375,0,1,1,951,2.8413499239832163e-4,175,5.2285598940216005e-5,102,56,3.499999875202775e-4,7,4.374999844003469e-5,111,35,5.799452774226665e-4,1.8286563863512129e-4,144,5.647059879265726e-4,37,1.4509800530504435e-4,400.04998779296875,1.1952599743381143e-4,3347000.75,160000,191397.375,254999.953125,26677,7.199999809265137,60.10000228881836,0.01880542002618313,2.8413499239832163,0.52285598940216,3.499999875202775,0.4374999844003469,5.7994527742266655,1.8286563863512129,5.647059879265726,1.4509800530504435,1.1952599743381143
45,1986,1.7699999809265137,6.199999809265137,11674.9228515625,60.85539627075195,1.7832818031311035,24.044200897216797,0.4000000059604645,21,0,0.188850998878479,8414.9677734375,0,1,1,1059,3.132210113108158e-4,192,5.678789966623299e-5,119,67,3.9644999196752906e-4,13,7.692300277994946e-5,95,24,5.000000237487257e-4,1.2631579011213034e-4,153,6.594830192625523e-4,49,2.1120700694154948e-4,485.3900146484375,1.435650046914816e-4,3380999.25,168999.875,189999.984375,231999.90625,28451,7,60.70000076293945,0.041620127856731415,3.132210113108158,0.5678789966623299,3.9644999196752906,0.7692300277994946,5.0000002374872565,1.2631579011213034,6.594830192625523,2.112070069415495,1.435650046914816
45,1987,1.690000057220459,5.599999904632568,12027,61.763526916503906,1.7280000448226929,23.778799057006836,0.4000000059604645,21,0,0.18535000085830688,8824.517578125,0,1,1,1086,3.1708000460639596e-4,197,5.7518198445905e-5,124,73,4.294120008125901e-4,11,6.470600055763498e-5,131,40,7.005350198596716e-4,2.1390400070231408e-4,141,6.157209863886237e-4,46,2.0087299344595522e-4,377.7699890136719,1.1029899906134233e-4,3425003,169999.90625,186999.9375,228999.828125,30224,6.199999809265137,61.5,0.07474572956562042,3.1708000460639596,0.57518198445905,4.294120008125901,0.6470600055763498,7.005350198596716,2.139040007023141,6.157209863886237,2.008729934459552,1.1029899906134233
45,1988,1.7000000476837158,4.5,12440.80859375,62.61349868774414,1.663137674331665,23.516300201416016,0.4000000059604645,21,0,0.1699800044298172,9152.458984375,0,1,1,1034,2.979830023832619e-4,188,5.4178701248019934e-5,130,72,4.285709874238819e-4,15,8.928599709179252e-5,115,32,6.725150160491467e-4,1.8713499594014138e-4,133,5.611809901893139e-4,40,1.6877599409781396e-4,321.6000061035156,9.26810025703162e-5,3469996.5,168000.171875,170999.90625,237000.1875,31759,5.5,62.30000305175781,0.05423244833946228,2.979830023832619,0.5417870124801993,4.285709874238819,0.8928599709179252,6.7251501604914665,1.8713499594014138,5.611809901893139,1.6877599409781396,0.926810025703162
46,1982,1.8300000429153442,5.5,11323.388671875,62.72544860839844,0.7183771133422852,0.6565999984741211,0.38064900040626526,21,0,0.24279800057411194,9165.685546875,1,0,0,148,2.132560039171949e-4,30,4.3227701098658144e-5,27,7,1.9999999494757503e-4,3,8.571399666834623e-5,15,1,3.7643840187229216e-4,2.5095894670812413e-5,27,5.09433972183615e-4,10,1.886789978016168e-4,54.34000015258789,7.830600225133821e-5,694001.5625,35000,39847.15625,53000,6361,9.699999809265137,57.79999923706055,-0.03494672104716301,2.132560039171949,0.43227701098658144,1.9999999494757503,0.8571399666834623,3.7643840187229216,0.25095894670812413,5.09433972183615,1.8867899780161679,0.7830600225133821
46,1983,1.7899999618530273,5.400000095367432,11091.7431640625,62.69841003417969,0.6903669834136963,0.6868000030517578,0.3713270127773285,21,0,0.22934700548648834,9037.2080078125,1,0,0,175,2.5035798898898065e-4,23,3.290409949840978e-5,19,11,3.3333300962112844e-4,4,1.2121199688408524e-4,12,4,3.088926896452904e-4,1.0296422988176346e-4,22,4.2307699914090335e-4,3,5.7691999245435e-5,47,6.72390015097335e-5,698999.0625,33000.03125,38848.44140625,51999.9921875,6317,9.600000381469727,57.900001525878906,-0.018384624272584915,2.5035798898898065,0.3290409949840978,3.3333300962112844,1.2121199688408524,3.0889268964529037,1.0296422988176346,4.2307699914090335,0.57691999245435,0.672390015097335
46,1984,1.6699999570846558,4.300000190734863,11661.5380859375,64.89151763916016,0.6615384817123413,0.718500018119812,0.3622339963912964,21,0,0.2197130024433136,9079.4384765625,1,0,0,143,2.0283700723666698e-4,25,3.546099833329208e-5,18,12,3.75000003259629e-4,3,9.375000081490725e-5,17,5,4.4884771341457963e-4,1.3201402907725424e-4,24,4.615380021277815e-4,8,1.538460055598989e-4,50.63999938964844,7.183600246207789e-5,704999.5625,32000,37874.76171875,52000.05078125,6401,7.5,59.500003814697266,0.08037184178829193,2.0283700723666698,0.3546099833329208,3.75000003259629,0.9375000081490725,4.488477134145796,1.3201402907725424,4.615380021277815,1.5384600555989891,0.7183600246207789
46,1985,1.7599999904632568,5.099999904632568,11684.322265625,64.42687225341797,0.6377118825912476,0.7516000270843506,0.3533630073070526,21,0,0.2091740071773529,8865.828125,1,0,0,130,1.836159935919568e-4,17,2.4011300411075354e-5,11,11,3.5483899409882724e-4,1,3.2258001738227904e-5,7,2,1.8957097199745476e-4,5.416313433670439e-5,22,4.489799903240055e-4,5,1.0204099817201495e-4,34.900001525878906,4.929100032313727e-5,707999.3125,30999.974609375,36925.484375,48999.95703125,6277,7.199999809265137,60.10000228881836,-0.006743879988789558,1.836159935919568,0.24011300411075354,3.5483899409882724,0.32258001738227904,1.8957097199745476,0.5416313433670439,4.489799903240055,1.0204099817201495,0.4929100032313727
46,1986,1.4700000286102295,4.699999809265137,12175.4384765625,65.16634368896484,0.6212590336799622,0.7861999869346619,0.34470999240875244,21,0,0.1992889940738678,8817.8173828125,1,0,0,134,1.8926599295809865e-4,23,3.248589928261936e-5,17,6,1.875000016298145e-4,2,6.25000029685907e-5,14,6,3.8888887502253056e-4,1.6666666488163173e-4,20,4.651159979403019e-4,6,1.3953499728813767e-4,36.09000015258789,5.098000110592693e-5,707998.3125,32000,36000,43000.02734375,6243,7,60.70000076293945,0.027117423713207245,1.8926599295809865,0.32485899282619357,1.875000016298145,0.6250000296859071,3.8888887502253056,1.6666666488163173,4.651159979403019,1.3953499728813767,0.5098000110592693
46,1987,1.5,4.199999809265137,12545,66.01941680908203,0.6092529892921448,0.8224999904632568,0.33626800775527954,21,0,0.19311000406742096,8757.4228515625,1,0,0,134,1.8899899441748857e-4,14,1.9746099496842362e-5,10,8,2.5806500343605876e-4,1,3.2258001738227904e-5,15,2,4.285709874238819e-4,5.71429991396144e-5,17,4.047619877383113e-4,4,9.523799963062629e-5,30.040000915527344,4.237300163367763e-5,708998.5,30999.94140625,35000.03515625,41999.9921875,6208.99951171875,6.199999809265137,61.5,-0.033471427857875824,1.8899899441748857,0.19746099496842362,2.5806500343605876,0.32258001738227904,4.285709874238819,0.571429991396144,4.047619877383113,0.9523799963062629,0.4237300163367763
46,1988,1.4500000476837158,3.9000000953674316,12276.2275390625,66.216217041015625,0.5933647751808167,0.8604000210762024,0.3280330002307892,21,0,0.17933200299739838,9304.3427734375,1,0,0,147,2.061709965346381e-4,23,3.2258099963655695e-5,16,12,3.9999998989515007e-4,1,3.3332999009871855e-5,16,8,5.000000237487257e-4,2.500000118743628e-4,18,4.18604991864413e-4,4,9.302300168201327e-5,42.72999954223633,5.993300146656111e-5,713000.375,30000,31999.998046875,42999.96484375,6634,5.5,62.30000305175781,-0.0034752520732581615,2.061709965346381,0.32258099963655695,3.9999998989515007,0.33332999009871855,5.0000002374872565,2.5000001187436283,4.18604991864413,0.9302300168201327,0.5993300146656111
47,1982,1.350000023841858,11.800000190734863,10988.06640625,53.99885177612305,0.3380942642688751,25.83650016784668,0.20000000298023224,19,1.8863999843597412,0.19882799685001373,7458.30029296875,0,1,0,1055,2.2615199850406498e-4,243,5.208999937167391e-5,153,84,3.5744698834605515e-4,13,5.531900023925118e-5,154,54,6.023081368766725e-4,2.111989597324282e-4,143,4.1812899871729314e-4,50,1.461990032112226e-4,386.7699890136719,8.290899859275669e-5,4665004,234999.875,255683.078125,341999.71875,34793,9.699999809265137,57.79999923706055,-0.019098324701189995,2.2615199850406498,0.5208999937167391,3.5744698834605515,0.5531900023925118,6.023081368766725,2.111989597324282,4.181289987172931,1.461990032112226,0.8290899859275669
47,1983,1.340000033378601,11.5,11183.486328125,55.06419372558594,0.3249116837978363,25.656700134277344,0.20000000298023224,19,1.8767000436782837,0.19391599297523499,7733.20947265625,0,1,0,1037,2.211560058640316e-4,193,4.116020136279985e-5,111,53,2.3347999376710504e-4,10,4.405299841891974e-5,153,42,6.04816188570112e-4,1.660279813222587e-4,141,4.147060099057853e-4,38,1.1176500265719369e-4,377.8900146484375,8.059100218815729e-5,4688997.5,227000.171875,252969.421875,339999.90625,36261,9.600000381469727,57.900001525878906,0.04148932546377182,2.211560058640316,0.41160201362799853,2.3347999376710504,0.4405299841891974,6.04816188570112,1.660279813222587,4.147060099057853,1.117650026571937,0.8059100218815729
47,1984,1.350000023841858,8.600000381469727,11704.3955078125,57.31224822998047,0.3113439381122589,25.478099822998047,0.20000000298023224,19.670000076293945,1.8619999885559082,0.1833450049161911,7728.10009765625,0,1,0,1095,2.3169700580183417e-4,213,4.506979894358665e-5,128,65,2.941180136986077e-4,10,4.524899850366637e-5,151,51,6.033133249729872e-4,2.0376806787680835e-4,165,4.8672599950805306e-4,42,1.2389400217216462e-4,388.7200012207031,8.225200144806877e-5,4726000,220999.71875,250284.546875,338999.78125,36523,7.5,59.500003814697266,0.07543792575597763,2.3169700580183417,0.4506979894358665,2.941180136986077,0.4524899850366637,6.033133249729872,2.0376806787680835,4.867259995080531,1.2389400217216462,0.8225200144806877
47,1985,1.3200000524520874,8,11919.4912109375,57.64738464355469,0.30013027787208557,25.30069923400879,0.20000000298023224,21,1.8480000495910645,0.18763799965381622,7614.015625,0,1,0,1101,2.3120500554796308e-4,183,3.842919977614656e-5,114,65,2.954549854621291e-4,8,3.636399924289435e-5,117,23,4.724825848825276e-4,9.288119326811284e-5,177,5.283579812385142e-4,58,1.7313400167040527e-4,324.30999755859375,6.810399645473808e-5,4762007.5,219999.671875,247628.171875,335000.15625,36258,7.199999809265137,60.10000228881836,0.03037155233323574,2.312050055479631,0.3842919977614656,2.954549854621291,0.3636399924289435,4.724825848825276,0.9288119326811284,5.283579812385142,1.7313400167040527,0.6810399645473808
47,1986,1.2400000095367432,8,12371.5166015625,58.03252029418945,0.2923869788646698,25.12459945678711,0.20000000298023224,21,0,0.17457200586795807,8165,0,1,0,1230,2.562500012572855e-4,233,4.854170038015582e-5,148,90,3.8626600871793926e-4,10,4.291799996281043e-5,158,51,6.448979838751256e-4,2.0816327014472336e-4,175,5.681819748133421e-4,57,1.8506500055082142e-4,395.69000244140625,8.24349990580231e-5,4800000,233000.046875,244999.984375,307999.90625,39192,7,60.70000076293945,0.042953699827194214,2.5625000125728548,0.48541700380155817,3.8626600871793926,0.42917999962810427,6.4489798387512565,2.0816327014472336,5.681819748133421,1.8506500055082142,0.824349990580231
47,1987,1.2100000381469727,6.599999904632568,12876,59.239131927490234,0.2833229899406433,24.94969940185547,0.20000000298023224,21,0,0.16892899572849274,8676.8427734375,0,1,0,1248,2.5705501320771873e-4,225,4.634400102077052e-5,135,97,4.14529989939183e-4,20,8.546999742975459e-5,150,45,6.198349874466658e-4,1.85950004379265e-4,152,4.983610124327242e-4,46,1.5081999299582094e-4,376.3699951171875,7.752099918434396e-5,4854992,233999.953125,241999.890625,304999.78125,42126.00390625,6.199999809265137,61.5,0.07857653498649597,2.5705501320771873,0.4634400102077052,4.14529989939183,0.8546999742975459,6.198349874466658,1.85950004379265,4.983610124327242,1.5081999299582094,0.7752099918434396
47,1988,1.1799999475479126,5.800000190734863,13352.26171875,59.20451354980469,0.2726881504058838,24.775999069213867,0.20000000298023224,21,0,0.16874200105667114,9028.1826171875,0,1,0,1266,2.5863098562695086e-4,230,4.698670090874657e-5,145,79,3.4649099688977003e-4,16,7.017500320216641e-5,173,46,7.688889745622873e-4,2.0444400433916599e-4,156,5.016080103814602e-4,48,1.5434100350830704e-4,398.4800109863281,8.14059967524372e-5,4895005,228000.15625,224999.96875,310999.8125,44193,5.5,62.30000305175781,0.03947822377085686,2.5863098562695086,0.4698670090874657,3.4649099688977003,0.7017500320216641,7.688889745622873,2.04444004339166,5.016080103814602,1.5434100350830704,0.814059967524372
48,1982,1.559999942779541,6.900000095367432,13942.720703125,62.65510940551758,0.4331742227077484,18.20490074157715,0.5253999829292297,19,11.31779956817627,0.2086859941482544,8144.78759765625,0,0,0,4213,2.7403401327319443e-4,1049,6.82320969644934e-5,603,237,3.089960082434118e-4,72,9.387199679622427e-5,526,196,6.24392181634903e-4,2.326632384210825e-4,632,5.324350204318762e-4,228,1.920810027513653e-4,2094.89990234375,1.362629991490394e-4,15374004,767000.1875,842419.25,1186999.25,125218,9.699999809265137,57.79999923706055,-0.016066111624240875,2.7403401327319443,0.6823209696449339,3.089960082434118,0.9387199679622427,6.2439218163490295,2.326632384210825,5.324350204318762,1.920810027513653,1.3626299914903939
48,1983,1.4800000190734863,8,13692.66015625,62.31614303588867,0.4162844121456146,17.962299346923828,0.5386000275611877,19,11.178600311279297,0.20063400268554688,8338.572265625,0,0,0,3823,2.417170035187155e-4,915,5.785280154668726e-5,507,207,2.72726989351213e-4,51,6.719399971188977e-5,471,176,5.583465681411326e-4,2.086390450131148e-4,592,4.949829890392721e-4,208,1.739129947964102e-4,1812.5,1.1459900269983336e-4,15816016,759000.8125,843562.0625,1196000.75,131883,9.600000381469727,57.900001525878906,-0.002560532186180353,2.417170035187155,0.5785280154668726,2.72726989351213,0.6719399971188977,5.583465681411326,2.086390450131148,4.949829890392721,1.739129947964102,1.1459900269983336
48,1984,1.4800000190734863,5.900000095367432,14039.560546875,64.55586242675781,0.41884616017341614,17.722900390625,0.5521000027656555,19,7.12529993057251,0.1935340017080307,8564.12890625,0,0,0,3912,2.4323799880221486e-4,886,5.508920003194362e-5,530,227,3.03070992231369e-4,39,5.206900095799938e-5,455,167,5.386486300267279e-4,1.9770179642364383e-4,600,5.046260193921626e-4,224,1.8839399854186922e-4,1852.469970703125,1.1518200335558504e-4,16083013,748999.4375,844706.5,1188999.375,137737,7.5,59.500003814697266,0.049231890588998795,2.4323799880221486,0.5508920003194362,3.03070992231369,0.5206900095799938,5.386486300267279,1.9770179642364383,5.046260193921626,1.8839399854186922,1.1518200335558504
48,1985,1.3700000047683716,7,14270.126953125,63.91252136230469,0.46144068241119385,17.4867000579834,0.5659999847412109,19,7.000400066375732,0.18456700444221497,8751.5458984375,0,0,0,3678,2.2467899543698877e-4,811,4.9541798944119364e-5,477,256,3.4087899257428944e-4,53,7.057299808366224e-5,388,131,0.00045870881876908243,1.5487334167119116e-4,523,4.451060085557401e-4,174,1.4808500418439507e-4,1471.02001953125,8.986100147012621e-5,16370022,750999.625,845852.5,1175001,143263,7.199999809265137,60.10000228881836,0.025227012112736702,2.2467899543698877,0.49541798944119364,3.4087899257428944,0.7057299808366224,4.587088187690824,1.5487334167119116,4.451060085557401,1.4808500418439507,0.8986100147012621
48,1986,1.2100000381469727,8.899999618530273,13950.46484375,62.00167465209961,0.449535608291626,17.253700256347656,0.5802000164985657,19.670000076293945,6.866600036621094,0.17531199753284454,8821.6962890625,0,0,0,3567,2.137340052286163e-4,788,4.721670120488852e-5,479,279,3.42751998687163e-4,76,9.33659975999035e-5,420,134,4.958677454851568e-4,1.5820542466826737e-4,485,4.3187898700125515e-4,163,1.4514700160361826e-4,1267.300048828125,7.593599730171263e-5,16688968,813999.625,847000.0625,1122999.75,147225,7,60.70000076293945,-0.03880010172724724,2.137340052286163,0.4721670120488852,3.42751998687163,0.9336599759990349,4.958677454851568,1.5820542466826737,4.3187898700125515,1.4514700160361826,0.7593599730171263
48,1987,1.1299999952316284,8.399999618530273,13889,62.93584060668945,0.43560001254081726,17.023700714111328,0.5947999954223633,21,6.825699806213379,0.16762399673461914,9005.0478515625,0,0,0,3261,1.9423400226514786e-4,688,4.097920100321062e-5,402,231,2.8343600570224226e-4,43,5.276099909679033e-5,385,121,4.638599930331111e-4,1.4578299305867404e-4,437,3.9691198617219925e-4,136,1.2352400517556816e-4,1034.47998046875,6.161700002849102e-5,16789028,814998.8125,829991.8125,1100999.75,151186,6.199999809265137,61.5,-0.03306882828474045,1.9423400226514786,0.4097920100321062,2.8343600570224226,0.5276099909679033,4.638599930331111,1.4578299305867404,3.9691198617219925,1.2352400517556816,0.6161700002849102
48,1988,1.090000033378601,7.300000190734863,14038.4990234375,64.13016510009766,0.4192492961883545,16.79680061340332,0.6097000241279602,21,6.825699806213379,0.15551799535751343,9290.322265625,0,0,0,3393,2.0147299801465124e-4,752,4.4652901124209166e-5,458,247,3.126579977106303e-4,70,8.860800153343007e-5,404,129,5.192799726501107e-4,1.6580999363213778e-4,432,4.0525299846194685e-4,136,1.2758000229950994e-4,1145.6300048828125,6.802599818911403e-5,16840966,790000.5625,778000.375,1066000.75,156458,5.5,62.30000305175781,0.023679720237851143,2.0147299801465124,0.44652901124209166,3.126579977106303,0.8860800153343007,5.192799726501107,1.6580999363213778,4.0525299846194685,1.2758000229950994,0.6802599818911403
49,1982,0.9100000262260437,7.800000190734863,10788.783203125,61.16027069091797,0.3568401038646698,0.699999988079071,65.91649627685547,21,1.604599952697754,0.24070000648498535,7012.18310546875,0,0,0,295,1.8934499530587345e-4,46,2.952499926323071e-5,24,26,3.5616400418803096e-4,4,5.479500032379292e-5,35,12,3.9853292400948703e-4,1.3663986464962363e-4,42,3.255810006521642e-4,10,7.751899829600006e-5,62.29999923706055,3.998800093540922e-5,1558002.625,73000.078125,87822.1015625,129000.15625,10925,9.699999809265137,57.79999923706055,-0.009477876126766205,1.8934499530587345,0.2952499926323071,3.5616400418803096,0.5479500032379292,3.9853292400948703,1.3663986464962363,3.255810006521642,0.7751899829600006,0.3998800093540922
49,1983,0.8399999737739563,9.199999809265137,10779.81640625,60.038238525390625,0.6292545795440674,0.699999988079071,65.18699645996094,21,1.6050000190734863,0.23281900584697723,7035.0908203125,0,1,1,283,1.7742899945005774e-4,45,2.821320049406495e-5,23,25,3.472219977993518e-4,3,4.1667000914458185e-5,29,9,3.3292037551291287e-4,1.0332011879654601e-4,27,2.125979954143986e-4,7,5.511799827218056e-5,67.73999786376953,4.246699973009527e-5,1595004.25,72000.046875,87107.9140625,127000.2578125,11221,9.600000381469727,57.900001525878906,0.040985845029354095,1.7742899945005774,0.2821320049406495,3.472219977993518,0.41667000914458185,3.3292037551291287,1.0332011879654601,2.125979954143986,0.5511799827218056,0.4246699973009527
49,1984,0.8600000143051147,6.5,11120.87890625,62.66666793823242,0.8773483633995056,0.699999988079071,64.4655990600586,21,1.8483999967575073,0.21851499378681183,7184.841796875,0,1,1,315,1.9408500520512462e-4,51,3.1423300242749974e-5,28,22,3.0555599369108677e-4,4,5.555600000661798e-5,38,5,4.3981720227748156e-4,5.787068585050292e-5,34,2.7200000477023423e-4,8,6.399999983841553e-5,78.05999755859375,4.809500023839064e-5,1623000.25,71999.8984375,86399.53125,125000,11661,7.5,59.500003814697266,0.07482677698135376,1.9408500520512462,0.31423300242749974,3.0555599369108677,0.5555600000661798,4.398172022774816,0.5787068585050292,2.7200000477023423,0.6399999983841553,0.4809500023839064
49,1985,0.8899999856948853,5.900000095367432,11284.9580078125,64.62841033935547,0.8457489013671875,0.699999988079071,63.752201080322266,21,1.854099988937378,0.21463200449943542,7317.34423828125,0,1,1,303,1.8419499974697828e-4,36,2.1884499801672064e-5,22,20,2.739730116445571e-4,1,1.3699000191991217e-5,25,6,2.9172582435421646e-4,7.001419726293534e-5,43,3.524589992593974e-4,6,4.9179998313775286e-5,63.310001373291016,3.8483998650917783e-005,1644995.75,72999.890625,85696.90625,122000.0078125,12037,7.199999809265137,60.10000228881836,0.027527201920747757,1.8419499974697828,0.21884499801672064,2.739730116445571,0.13699000191991217,2.9172582435421646,0.7001419726293534,3.524589992593974,0.49179998313775286,0.38483998650917783
49,1986,0.8899999856948853,6,11339.525390625,65.83100891113281,0.8239287734031677,0.699999988079071,63.04669952392578,21,1.832900047302246,0.20744900405406952,7426.68359375,0,1,1,313,1.8810099572874606e-4,34,2.043270069407299e-5,25,33,4.024390073027462e-4,6,7.317100244108588e-5,36,5,4.235294181853533e-4,5.8823530707741156e-5,33,2.72726989351213e-4,3,2.4793000193312764e-5,54.959999084472656,3.303099947515875e-5,1663999.75,82000,85000,121000.125,12358,7,60.70000076293945,0.009347490966320038,1.8810099572874606,0.20432700694072992,4.024390073027462,0.7317100244108588,4.235294181853533,0.5882353070774116,2.72726989351213,0.24793000193312764,0.3303099947515875
